0.000000000000000000e+00,6.856416980734786950e+06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.061147073757443650e+03,7.550453759610322777e+03,4.848218941416669637e+06,-6.747416642403199803e+05,4.801036408166710287e+06,-5.391446239040000364e+03,-7.503442917099999931e+02,5.338977054590000080e+03
6.000000000000000000e+01,6.841160487874897197e+06,-6.362159338605123048e+04,4.526911592689488316e+05,-5.083610788882220959e+02,-1.058785872155735206e+03,7.533652937225082496e+03,4.514184167547809891e+06,-7.182275291849332862e+05,5.110454414944873191e+06,-5.738915078847560835e+03,-6.986467324517532234e+02,4.971129806722722606e+03
1.200000000000000000e+02,6.795458904984415509e+06,-1.269600527701779938e+05,9.033677154332266655e+05,-1.014459807762528499e+03,-1.051712775365028392e+03,7.483325238476993945e+03,4.160060003508104943e+06,-7.585170794124784879e+05,5.397129460761997849e+06,-6.060844130367745493e+03,-6.438399986689332763e+02,4.581159632581720871e+03
1.800000000000000000e+02,6.719515616966392845e+06,-1.897335041819953476e+05,1.350024030978428433e+06,-1.516043905163572390e+03,-1.039959260649621910e+03,7.399694635739393561e+03,3.787422401145251468e+06,-7.954310151274511591e+05,5.659785761281928048e+06,-6.355800720111244118e+03,-5.861679954747896772e+02,4.170802007224944646e+03
2.400000000000000000e+02,6.613668592845351435e+06,-2.516625880823270709e+05,1.790672359497840516e+06,-2.010881180142792800e+03,-1.023577634472392447e+03,7.283133308834519084e+03,3.397929703014273196e+06,-8.288050588911199011e+05,5.897254421791044064e+06,-6.622472206613918388e+03,-5.258873798548886498e+02,3.741883139996530645e+03
3.000000000000000000e+02,6.478388881665952504e+06,-3.124717026213672361e+05,2.223351691933920607e+06,-2.496769467803959742e+03,-1.002640799674719688e+03,7.134159988432597856e+03,2.993315261285448913e+06,-8.584906868161057355e+05,6.108478639918041416e+06,-6.859671827397785819e+03,-4.632664174067315912e+02,3.296311839806496209e+03
3.600000000000000000e+02,6.314278516220137477e+06,-3.718902301218085922e+05,2.646136483459214680e+06,-2.971546428599071533e+03,-9.772419310579722378e+02,6.953437647694178850e+03,2.575379723836286459e+06,-8.843557895218750928e+05,6.292518408576630056e+06,-7.066343977991135944e+03,-3.985837888340168433e+02,2.836071022896148861e+03
4.200000000000000000e+02,6.122067833824524656e+06,-4.296537414104479249e+05,3.057145222740998026e+06,-3.433099171419798495e+03,-9.474940607313467353e+02,6.741770551866696223e+03,2.145983021597251762e+06,-9.062852600097912364e+05,6.448554698913876899e+06,-7.241568908545652448e+03,-3.321273502018385670e+02,2.363208891595462774e+03
4.800000000000000000e+02,5.902612226121380925e+06,-4.855051726003600052e+05,3.454548805181524251e+06,-3.879373656473693700e+03,-9.135295750992670492e+02,6.500100679163841960e+03,1.707036090830473462e+06,-9.241815059597512009e+05,6.575893105490185320e+06,-7.384566818752496147e+03,-2.641928514079608590e+02,1.879829815772388429e+03
5.400000000000000000e+02,5.656888332390475087e+06,-5.391959690894138766e+05,3.836578672890430782e+06,-4.308383836256612994e+03,-8.754996257259825825e+02,6.229503528849369104e+03,1.260492368938255589e+06,-9.379648840404895600e+05,6.673966936557682231e+06,-7.494701327760075401e+03,-1.950826200673413666e+02,1.388084968184632316e+03
6.000000000000000000e+02,5.385989693185184151e+06,-5.904871917119270656e+05,4.201534685362729244e+06,-4.718220494758626955e+03,-8.335734566057834627e+02,5.931183334515943898e+03,8.083391011796169914e+05,-9.475740543403644115e+05,6.742339735966298729e+06,-7.571482306023036472e+03,-1.251042161597747508e+02,8.901627518002428587e+02
6.600000000000000000e+02,5.091121883514813147e+06,-6.391505801224608440e+05,4.547792685847664252e+06,-5.107059744906343440e+03,-7.879376508207856205e+02,5.606467703776764210e+03,3.525884968567314208e+05,-9.529662533472181531e+05,6.780707225516406819e+06,-7.614568056583850193e+03,-5.456906328090461500e+01,3.882790606424963471e+02
7.200000000000000000e+02,4.773597148184571415e+06,-6.849695685325227678e+05,4.873811728690893389e+06,-5.473171141429769705e+03,-7.387953006652329577e+02,5.256801713393141654e+03,-1.047312255629828724e+05,-9.541174842572318157e+05,6.788898659076682292e+06,-7.623766835725947203e+03,1.620893732936217546e+01,-1.153325819103557421e+02
7.800000000000000000e+02,4.434828561932245269e+06,-7.277402495087083662e+05,5.178140937114599161e+06,-5.814925384500274959e+03,-6.863651036208319738e+02,4.883741476804771082e+03,-5.615848645457772072e+05,-9.510226237677081954e+05,6.766877582454232499e+06,-7.599037706273298681e+03,8.691480360430171004e+01,-6.184309619976538670e+02
8.400000000000000000e+02,4.076323740042426158e+06,-7.672722815180666512e+05,5.459425960738310590e+06,-6.130801573492374700e+03,-6.308803885148529389e+02,4.488947214884573441e+03,-1.015939292832503794e+06,-9.436954448773646727e+05,6.714741995627122931e+06,-7.540490719771801196e+03,1.572338745748496081e+02,-1.118777150487302606e+03
9.000000000000000000e+02,3.699678129834613763e+06,-8.033897358935348457e+05,5.716415002051110379e+06,-6.419393969869248394e+03,-5.725880780023574061e+02,4.074175873616142326e+03,-1.465772505219145911e+06,-9.321685555965900421e+05,6.632723916645179503e+06,-7.448386426856649450e+03,2.268532105113049511e+02,-1.614144465501658487e+03
